,stop_from_name,stop_to_name,route_type,weight
818367,"Nové Strašecí,Karlovarská","Nové Strašecí,Libeň",3,70
818381,"Nové Strašecí,Karlovarská","Nové Strašecí,Palackého",3,582
818510,"Nové Strašecí,Karlovarská","Nové Strašecí,rozc.Třtice",3,71
818529,"Nové Strašecí,Karlovarská","Nové Strašecí,Žel.st.",3,100
818549,"Nové Strašecí,Karlovarská","Ruda,u rybníka",3,202
818594,"Nové Strašecí,Karlovarská",Řevničov,3,111
818621,"Nové Strašecí,Karlovarská","Řevničov,Rozc.K Žel.st.",3,50
818631,"Nové Strašecí,Libeň","Mšecké Žehrovice,Lipina",3,70
818645,"Nové Strašecí,Libeň","Nové Strašecí,Karlovarská",3,75
818660,"Nové Strašecí,Palackého","Nové Strašecí,Karlovarská",3,604
818795,"Nové Strašecí,Palackého","Nové Strašecí,poliklinika",3,579
818927,"Nové Strašecí,Pecínov",Rynholec,3,15
818930,"Nové Strašecí,poliklinika","Nové Strašecí,Palackého",3,584
819064,"Nové Strašecí,poliklinika",Rynholec,3,287
819131,"Nové Strašecí,poliklinika","Stochov,Slovanka",3,50
819141,"Nové Strašecí,poliklinika","Stochov,Slovanka II",3,242
819196,"Nové Strašecí,rozc.Třtice","Nové Strašecí,Karlovarská",3,62
819212,"Nové Strašecí,rozc.Třtice","Třtice,u brodku",3,71
819231,"Nové Strašecí,Žel.st.","Nové Strašecí,Karlovarská",3,100
819251,"Nové Strašecí,Žel.st.","Ruda,u rybníka",3,50
819261,"Nové Strašecí,Žel.st.","Ruda,u školy",3,50
819271,Nové Strašnice,Depo Hostivař,0,2599
819626,Nové Strašnice,Depo Hostivař,3,267
819934,Nové Strašnice,Limuzská,0,3589
820297,Nové Strašnice,Limuzská,3,300
820886,Nové Vokovice,Na Pastvinách,3,120
820910,Nové dvory,Cílkova,3,1593
821318,Nové dvory,Jalodvorská,3,28
821326,Nové dvory,Přírodní,3,1523
821707,Nové dvory,Tempo,3,735
821898,Nové dvory,Čechtická,3,198
821948,Nové náměstí,Ke Kříži,3,1207
822224,Nové náměstí,Picassova,3,2914
823011,Nové náměstí,Sídliště Petrovice,3,211
823076,Nové náměstí,U Mlejna,3,35
823081,Nové náměstí,Uhříněves,3,1533
823493,"Nový Bor,Egermannova","Nový Bor,aut.nádr.",3,51
823505,"Nový Bor,Liberecká","Svor,otočka",3,56
823518,"Nový Bor,Pihel,pošta","Chotovice,hl.sil.",3,135
823553,"Nový Bor,Pihel,pošta","Česká Lípa,Častolovice,rozc.",3,130
823588,"Nový Bor,T.G.Masaryka","Chotovice,hl.sil.",3,130
823623,"Nový Bor,T.G.Masaryka","Nový Bor,nám.Míru",3,135
823658,"Nový Bor,aut.nádr.","Nový Bor,Liberecká",3,56
823671,"Nový Bor,aut.nádr.","Nový Bor,nám.Míru",3,130
823706,"Nový Bor,nám.Míru","Nový Bor,T.G.Masaryka",3,130
823741,"Nový Bor,nám.Míru","Nový Bor,aut.nádr.",3,135
823776,Nový Dvůr,Chleby,3,5
823777,Nový Dvůr,Oskořínek,3,5
823778,Nový Dům,"Nový Dům,Doupno",3,34
823785,Nový Dům,"Ruda,sv.Alžběta",3,39
823794,"Nový Dům,Doupno",Nový Dům,3,39
823803,"Nový Dům,Doupno","Nový Dům,háj.",3,34
823810,"Nový Dům,háj.","Nový Dům,Doupno",3,39
823819,"Nový Dům,háj.","Rakovník,vila Vácha",3,34
823826,Nový Hloubětín,Kbelská,3,790
824020,Nový Hloubětín,Kolbenova,0,907
824291,Nový Hloubětín,Vozovna Hloubětín,0,917
824565,Nový Hloubětín,Čakovická,3,800
824763,Nový Jáchymov,"Nový Jáchymov,háj.",3,58
824777,Nový Jáchymov,"Nový Jáchymov,sídl.",3,88
824797,"Nový Jáchymov,háj.",Nový Jáchymov,3,53
824810,"Nový Jáchymov,háj.","Roztoky,Karlov",3,58
824824,"Nový Jáchymov,sídl.",Nový Jáchymov,3,88
824844,"Nový Jáchymov,sídl.","Otročiněves,Krušná Hora",3,88
824864,Nový Knín,"Chotilsko,Záborná Lhota",3,15
824867,Nový Knín,"Nový Knín,ELKO",3,86
824886,Nový Knín,"Nový Knín,Libčice",3,40
824894,Nový Knín,"Nový Knín,Starý Knín",3,85
824911,Nový Knín,"Nový Knín,Sudovice",3,113
824939,"Nový Knín,Chramiště","Nový Knín,Kozí Hory,Besídka",3,30
824945,"Nový Knín,ELKO",Nový Knín,3,96
824966,"Nový Knín,ELKO","Nový Knín,Sokolovna",3,86
824985,"Nový Knín,Kozí Hory","Nový Knín,Mlýn",3,30
824991,"Nový Knín,Kozí Hory,Besídka","Nový Knín,Kozí Hory",3,30
824997,"Nový Knín,Libčice","Borotice,Dražetice",3,30
825003,"Nový Knín,Libčice",Nový Knín,3,10
825005,"Nový Knín,Mlýn","Nový Knín,Starý Knín Na Vyšehradě",3,30
825011,"Nový Knín,Sokolovna","Malá Hraštice,Velká Hraštice",3,86
825030,"Nový Knín,Sokolovna","Nový Knín,ELKO",3,96
825051,"Nový Knín,Starý Knín","Mokrovraty,U Statku",3,85
825068,"Nový Knín,Starý Knín",Nový Knín,3,100
825088,"Nový Knín,Starý Knín Na Vyšehradě",Nový Knín,3,30
825094,"Nový Knín,Sudovice",Korkyně,3,113
825122,"Nový Knín,Sudovice",Nový Knín,3,115
825150,Nový Prosek,Letňanská,3,3598
826006,Nový Prosek,Prosek,3,3564
826855,Nový Slivenec,V Remízku,3,1037
827104,Nový Slivenec,Štěpařská,3,1042
827356,Nový Střížkov,Madlina,3,660
827524,Nový Střížkov,U Kundratky,3,669
827696,Nový Vestec,"Nový Vestec,Na Pískách",3,84
827715,Nový Vestec,"Nový Vestec,U Mostu",3,84
827735,"Nový Vestec,Na Pískách","Brandýs n.L.-St.Bol.,Vosí hnízdo",3,84
827754,"Nový Vestec,Na Pískách",Nový Vestec,3,84
827774,"Nový Vestec,U Mostu","Káraný,Most",3,84
827794,"Nový Vestec,U Mostu",Nový Vestec,3,84
827813,Nový Zličín,Zličín,3,235
827860,Nupaky,"Nupaky,hotel",3,131
827891,Nupaky,"Nupaky,školka",3,113
827918,"Nupaky,hotel",Nupaky,3,113
827945,"Nupaky,hotel",Čestlice,3,5
827946,"Nupaky,hotel","Čestlice,Lipová",3,169
827990,"Nupaky,školka",Nupaky,3,131
828021,"Nupaky,školka","Říčany,Kuří",3,113
828048,Nuselská radnice,Horky,0,105
828073,Nuselská radnice,Náměstí Bratří Synků,0,3401
828481,Nuselská radnice,Náměstí Bratří Synků,3,262
828958,Nuselská radnice,Otakarova,0,105
828975,Nuselská radnice,Palouček,0,3950
829473,Nuselská radnice,Palouček,3,267
829947,Nuselské schody,Náměstí Bratří Synků,0,789
830180,Nuselské schody,Otakarova,0,1373
830529,Nuselské schody,Pod Karlovem,0,2130
831097,Nučice,Konojedy,3,74
831115,Nučice,Nučice zast.,2,227
831157,Nučice,"Nučice,Na Kladívku",3,81
831182,Nučice,Rudná zast.,2,227
831224,Nučice,Výžerky,3,162
831267,Nučice zast.,Loděnice,2,137
831291,Nučice zast.,Nučice,2,227
831333,"Nučice,Bytovky","Nučice,Prokopská náves",3,110
831360,"Nučice,Bytovky","Tachlovice,Na vrškách",3,125
831390,"Nučice,Na Kladívku",Nučice,3,88
831414,"Nučice,Na Kladívku","Prusice,Rozc.",3,81
831439,"Nučice,Na Krahulově","Nučice,Rozc.Krahulov",3,14
831443,"Nučice,Na Krahulově","Nučice,Sokolská",3,174
831482,"Nučice,Na Krahulově","Nučice,Žel.zast.",3,132
831512,"Nučice,Nádraží","Nučice,Pod Vinicí",3,146
831549,"Nučice,Nádraží","Rudná,V Brance",3,183
831594,"Nučice,Pod Vinicí","Nučice,Nádraží",3,183
831639,"Nučice,Pod Vinicí","Nučice,Prokopská náves",3,195
831687,"Nučice,Pod Vinicí","Rudná,V Brance",3,7
831689,"Nučice,Pod Vinicí","Rudná,Zdrav.stř.",3,35
831696,"Nučice,Prokopská náves","Nučice,Bytovky",3,125
831726,"Nučice,Prokopská náves","Nučice,Pod Vinicí",3,225
831780,"Nučice,Prokopská náves","Nučice,Sokolská",3,146
831814,"Nučice,Rozc.Krahulov","Loděnice,pod lanovkou",3,212
831868,"Nučice,Rozc.Krahulov","Nučice,Na Krahulově",3,7
831870,"Nučice,Rozc.Krahulov","Rudná,Vypich",3,183
831918,"Nučice,Sokolská","Nučice,Na Krahulově",3,146
831952,"Nučice,Sokolská","Nučice,Prokopská náves",3,174
831991,"Nučice,Žel.zast.",Mezouň,3,132
832021,"Nučice,Žel.zast.","Nučice,Na Krahulově",3,142
832053,Nušlova,Bucharova,3,570
832186,Nušlova,Nové Butovice,3,1229
832492,Nušlova,Šafránkova,3,655
832665,Nymburk hl.n.,Nymburk hl.n.st.3,2,746
832803,Nymburk hl.n.,Nymburk předj.n.,2,393
832878,Nymburk hl.n.st.3,Kamenné Zboží,2,237
832919,Nymburk hl.n.st.3,Nymburk hl.n.,2,751
833060,Nymburk hl.n.st.3,Nymburk město,2,261
833100,Nymburk hl.n.st.3,Veleliby,2,248
833157,Nymburk město,Nymburk hl.n.st.3,2,268
833197,Nymburk město,Nymburk město výh.21,2,263
833238,Nymburk město,Veleliby,2,2
833239,Nymburk město výh.21,Nymburk město,2,270
833280,Nymburk město výh.21,Nymburk město výh.22,2,263
833321,Nymburk město výh.22,Hořátev,2,263
833362,Nymburk město výh.22,Nymburk město výh.21,2,270
833403,Nymburk předj.n.,Babín odbočka,2,393
833478,Nymburk předj.n.,Nymburk hl.n.,2,384
833550,"Nymburk,Albert hypermarket","Nymburk,Katastrální úřad",3,44
833560,"Nymburk,Albert hypermarket","Nymburk,lokomotivní depo",3,64
833574,"Nymburk,Diskont Potraviny","Nymburk,Pražská",3,68
833588,"Nymburk,Diskont Potraviny","Nymburk,Zálabská",3,45
833597,"Nymburk,Diskont Potraviny","Nymburk,Zálabí PVT",3,98
833618,"Nymburk,Dopravní","Hořátev,ZD",3,20
833622,"Nymburk,Dopravní","Hořátev,prodejna",3,45
833631,"Nymburk,Dopravní","Nymburk,Zálabí PVT",3,55
833642,"Nymburk,Drahelice,Mlýn Bašta","Kostomlátky,U Kapličky",3,45
833651,"Nymburk,Drahelice,Mlýn Bašta","Nymburk,Drahelice,Přívoz",3,45
833660,"Nymburk,Drahelice,Odbočka Hřbitov","Nymburk,Drahelice,Odbočka Kostomlátky",3,45
833669,"Nymburk,Drahelice,Odbočka Hřbitov","Nymburk,Lipová",3,45
833678,"Nymburk,Drahelice,Odbočka Kostomlátky","Nymburk,Drahelice,Odbočka Hřbitov",3,45
833687,"Nymburk,Drahelice,Odbočka Kostomlátky","Nymburk,Drahelice,Přívoz",3,45
833696,"Nymburk,Drahelice,Přívoz","Nymburk,Drahelice,Mlýn Bašta",3,45
833705,"Nymburk,Drahelice,Přívoz","Nymburk,Drahelice,Odbočka Kostomlátky",3,45
833714,"Nymburk,F.Schulze","Nymburk,Jankovice Šeříková",3,110
833736,"Nymburk,F.Schulze","Nymburk,Jičínská",3,135
833764,"Nymburk,F.Schulze","Nymburk,V Kolonii",3,85
833781,"Nymburk,Havlíčkova kostel","Nymburk,Albert hypermarket",3,64
833795,"Nymburk,Havlíčkova kostel","Nymburk,Maršála Koněva",3,60
833807,"Nymburk,Havlíčkova kostel","Nymburk,Všechlapský vrch",3,171
833848,"Nymburk,Havlíčkova kostel","Nymburk,lokomotivní depo",3,20
833852,"Nymburk,Havlíčkova kostel","Nymburk,průmyslová zóna sever",3,65
833865,"Nymburk,Jankovice Šeříková","Nymburk,F.Schulze",3,85
833882,"Nymburk,Jankovice Šeříková","Nymburk,Letců R.A.F.",3,110
833904,"Nymburk,Jednota Habeš","Nymburk,Maršála Koněva",3,60
833916,"Nymburk,Jednota Habeš","Nymburk,lokomotivní depo",3,60
833928,"Nymburk,Jičínská","Nymburk,Nám.",3,135
833956,"Nymburk,Katastrální úřad","Nymburk,hl.nádr.",3,380
834040,"Nymburk,Kino","Nymburk,Letců R.A.F.",3,50
834050,"Nymburk,Kino","Nymburk,Zimní stadion",3,80
834066,"Nymburk,Lada Zátiší","Nymburk,Lada dvůr",3,68
834080,"Nymburk,Lada Zátiší","Nymburk,Pražská",3,78
834097,"Nymburk,Lada dvůr","Nymburk,Lada Zátiší",3,78
834114,"Nymburk,Lada dvůr","Písty,Temac",3,68
834128,"Nymburk,Letců R.A.F.",Kamenné Zboží,3,5
834129,"Nymburk,Letců R.A.F.","Nymburk,Jankovice Šeříková",3,85
834146,"Nymburk,Letců R.A.F.","Nymburk,Nám.",3,50
834156,"Nymburk,Letců R.A.F.","Nymburk,Poliklinika",3,150
834186,"Nymburk,Lipová","Nymburk,Drahelice,Odbočka Hřbitov",3,45
834195,"Nymburk,Lipová","Nymburk,Poliklinika",3,125
834220,"Nymburk,Lipová","Nymburk,U Hřbitova",3,105
834241,"Nymburk,Maršála Koněva","Nymburk,Jednota Habeš",3,60
834253,"Nymburk,Maršála Koněva","Nymburk,Katastrální úřad",3,60
834265,"Nymburk,Nemocnice","Nymburk,V Kolonii",3,198
834306,"Nymburk,Nám.","Hořátev,prodejna",3,30
834312,"Nymburk,Nám.","Nymburk,Kino",3,80
834328,"Nymburk,Nám.","Nymburk,Nemocnice",3,198
834369,"Nymburk,Nám.","Nymburk,Zálabí PVT",3,240
834418,"Nymburk,Nám.","Nymburk,hl.nádr.",3,25
834423,"Nymburk,Poliklinika","Nymburk,Letců R.A.F.",3,125
834448,"Nymburk,Poliklinika","Nymburk,Lipová",3,150
834478,"Nymburk,Pražská","Nymburk,Diskont Potraviny",3,78
834495,"Nymburk,Pražská","Nymburk,Lada Zátiší",3,68
834509,"Nymburk,Sportovní centrum",Kovanice,3,65
834522,"Nymburk,Sportovní centrum","Nymburk,Zálabí PVT",3,70
834536,"Nymburk,U Hřbitova","Nymburk,Lipová",3,80
834552,"Nymburk,U Hřbitova","Nymburk,U Růžáku",3,105
834573,"Nymburk,U Růžáku","Nymburk,U Hřbitova",3,80
834589,"Nymburk,U Růžáku","Nymburk,Zimní stadion",3,105
834610,"Nymburk,V Kolonii","Nymburk,F.Schulze",3,245
834660,"Nymburk,V Kolonii","Nymburk,Kino",3,45
834669,"Nymburk,V Kolonii","Nymburk,hl.nádr.",3,283
834727,"Nymburk,Všechlapský vrch","Dvory,Veleliby,hlavní silnice",3,171
834768,"Nymburk,Všechlapský vrch","Nymburk,Katastrální úřad",3,176
834810,"Nymburk,Zimní stadion","Nymburk,Nám.",3,105
834831,"Nymburk,Zimní stadion","Nymburk,U Růžáku",3,80
834847,"Nymburk,Zálabská","Nymburk,Diskont Potraviny",3,20
834851,"Nymburk,Zálabí PVT","Nymburk,Diskont Potraviny",3,113
834874,"Nymburk,Zálabí PVT","Nymburk,Dopravní",3,60
834886,"Nymburk,Zálabí PVT","Nymburk,Nám.",3,233
834934,"Nymburk,Zálabí PVT","Nymburk,Sportovní centrum",3,65
834947,"Nymburk,hl.nádr.","Nymburk,Havlíčkova kostel",3,380
835031,"Nymburk,hl.nádr.","Nymburk,Nám.",3,30
835037,"Nymburk,hl.nádr.","Nymburk,V Kolonii",3,290
835096,"Nymburk,lokomotivní depo",Budiměřice,3,144
835126,"Nymburk,lokomotivní depo","Nymburk,Albert hypermarket",3,44
835136,"Nymburk,lokomotivní depo","Nymburk,Jednota Habeš",3,60
835148,"Nymburk,lokomotivní depo","Nymburk,Katastrální úřad",3,45
835157,"Nymburk,průmyslová zóna sever","Bobnice,Kovansko",3,65
835170,"Nymburk,průmyslová zóna sever","Nymburk,Katastrální úřad",3,55
835181,Nymburská,Dřevařská,3,971
835435,Nymburská,Kbely,3,950
835683,Nábřeží Kapitána Jaroše,Dlouhá třída,0,4960
836864,Nábřeží Kapitána Jaroše,Čechův most,0,1763
837351,Nádraží Braník,Pobřežní cesta,0,4650
837901,Nádraží Braník,Pobřežní cesta,3,802
838743,Nádraží Braník,Černý kůň,3,1944
839005,Nádraží Braník,Černý kůň,0,2870
839975,Nádraží Běchovice,Běchovice,3,970
840201,Nádraží Běchovice,Dolní Počernice,3,590
840333,Nádraží Běchovice,Hasičská,3,811
840532,Nádraží Běchovice,Obchodní centrum Černý Most,3,808
840724,Nádraží Běchovice střed,Běchovice,3,652
840888,Nádraží Běchovice střed,Podnikatelská,3,282
840975,Nádraží Běchovice střed,VÚ Běchovice,3,372
841051,Nádraží Cibulka,Na Sklonku,3,645
841225,Nádraží Cibulka,U Lesíka,3,662
841397,Nádraží Dolní Počernice,Dolní Počernice,3,1606
841778,Nádraží Dolní Počernice,Hostavice,3,800
841976,Nádraží Dolní Počernice,Lomnická,3,838
842173,Nádraží Hlubočepy,Michnovka,3,383
842269,Nádraží Hlubočepy,Slivenecká,3,371
842359,Nádraží Holešovice,Jankovcova,3,1177
842650,Nádraží Holešovice,Kobylisy,1,2012
843166,Nádraží Holešovice,Ortenovo náměstí,0,2689
843824,Nádraží Holešovice,Povltavská,3,1138
844144,Nádraží Holešovice,Trojská,0,1168
844476,Nádraží Holešovice,Vltavská,1,2012
844976,Nádraží Holešovice,Výstaviště,0,3586
845908,Nádraží Horní Měcholupy,Boloňská,3,1998
846405,Nádraží Horní Měcholupy,Dolní Měcholupy,3,436
846495,Nádraží Horní Měcholupy,K Dubečku,3,420
846593,Nádraží Horní Měcholupy,Na Křečku,3,763
846783,Nádraží Horní Počernice,Chvaly,3,172
846831,Nádraží Horní Počernice,Lukavecká,3,2162
847362,Nádraží Horní Počernice,Na Kovárně,3,167
847405,Nádraží Horní Počernice,Sekeřická,3,426
847511,Nádraží Horní Počernice,Vojická,3,2592
848132,Nádraží Hostivař,Gercenova,3,1763
848650,Nádraží Hostivař,Hostivařská,3,964
848881,Nádraží Hostivař,Hostivařská,0,3874
849812,Nádraží Hostivař,Sklářská,3,1897
850304,Nádraží Jinonice,U Trezorky,3,150
850334,Nádraží Jinonice,U Waltrovky,3,145
850363,Nádraží Klánovice,Hulická,3,688
850527,Nádraží Klánovice-sever,Hulická,3,294
850600,Nádraží Klánovice-sever,Smiřická,3,929
850810,Nádraží Krč,Na Staré cestě,3,369
850900,Nádraží Krč,Nad Havlem,3,399
850994,Nádraží Krč,Nad Rybníky,3,396
851094,Nádraží Krč,Višňová,3,368
851182,Nádraží Kyje,Břeclavská,3,206
851231,Nádraží Kyje,Lánská,3,213
851281,Nádraží Libeň,Arena Libeň jih,0,2212
851840,Nádraží Libeň,K Žižkovu,3,3435
852664,Nádraží Libeň,Kabešova,0,4326
853672,Nádraží Libeň,Multiaréna Praha,0,1540
853980,Nádraží Libeň,Vysočanská,3,3391
854805,Nádraží Modřany,Cukrovar Modřany,3,1377
855158,Nádraží Modřany,K Vystrkovu,3,275
855225,Nádraží Modřany,Lahovičky,4,295
855268,Nádraží Modřany,Modřanská škola,0,2934
855958,Nádraží Modřany,Modřanská škola,3,179
856079,Nádraží Modřany,Obchodní náměstí,3,2579
856727,Nádraží Modřany,Čechova čtvrť,0,2870
857408,Nádraží Modřany,Čechova čtvrť,3,188
857526,Nádraží Podbaba,Výzkumný ústav vodohospodářský,3,3358
858305,Nádraží Podbaba,Zelená,0,3860
858753,Nádraží Podbaba,Zelená,3,5
859179,Nádraží Podbaba,Čínská,3,3378
859942,Nádraží Radotín,Otínská,3,1181
860202,Nádraží Radotín,Prvomájová,3,646
860357,Nádraží Radotín,Přeštínská,3,391
860457,Nádraží Radotín,Přístav Radotín,3,306
860529,Nádraží Radotín,U Jankovky,3,678
860698,Nádraží Radotín,Škola Radotín,3,15
860701,Nádraží Ruzyně,Ciolkovského,3,666
860870,Nádraží Ruzyně,Drnovská,3,230
860922,Nádraží Ruzyně,Ruzyňský velkoobchod,3,218
860977,Nádraží Ruzyně,Staré náměstí,3,663
861145,Nádraží Satalice,Satalice,3,672
861320,Nádraží Satalice,Sportareál Satalice,3,225
861365,Nádraží Satalice,Za Kapličkou,3,108
861385,Nádraží Uhříněves,Bečovská,3,183
861431,Nádraží Uhříněves,Nové náměstí,3,1780
861861,Nádraží Veleslavín,Bořislavka,1,1567
862286,Nádraží Veleslavín,Divoká Šárka,3,2841
862944,Nádraží Veleslavín,Na Pastvinách,3,120
862968,Nádraží Veleslavín,Nad Džbánem,0,4270
863148,Nádraží Veleslavín,Nad Džbánem,3,661
864061,Nádraží Veleslavín,Petřiny,1,1574
864474,Nádraží Veleslavín,Červený Vrch,0,4381
865465,Nádraží Velká Chuchle,Kazínská,3,5
865466,Nádraží Velká Chuchle,Nádraží Radotín,3,366
865550,Nádraží Velká Chuchle,Starolázeňská,3,782
865746,Nádraží Velká Chuchle,Závodiště Chuchle,3,366
865825,Nádraží Vršovice,Bohemians,0,3901
866784,Nádraží Vršovice,Náměstí Bratří Synků,3,267
866855,Nádraží Vršovice,Náměstí Bratří Synků,0,15
866870,Nádraží Vršovice,Otakarova,0,3945
867817,Nádraží Vysočany,Poliklinika Vysočany,0,2045
868368,Nádraží Vysočany,Vysočanská,0,2062
868928,Nádraží Zahradní Město,Dubečská,0,5813
870321,Nádraží Zahradní Město,Na Padesátém,3,2782
871039,Nádraží Zahradní Město,Zahradní Město,3,2710
871290,Nádraží Zahradní Město,Zahradní Město,0,6272
873278,Nádraží Zbraslav,Most Závodu míru,3,498
873395,Nádraží Zbraslav,Závist,3,833
873580,Nádraží Čakovice,Cukrovar Čakovice,3,1567
873966,Nádraží Čakovice,Ke Stadionu,3,1574
874352,Nádraží Čakovice,Čakovický zámek,3,15
874355,Nádraží Řeporyje,Ořešská,3,288
874429,Nádraží Řeporyje,Řeporyjské náměstí,3,284
874504,Nádraží Žvahov - Prosluněná,Žvahov,3,314
874581,Nádraží Žvahov - V Násypu,Nad Zlíchovem,3,314
874658,Nákladové nádraží Žižkov,Biskupcova,0,8159
876612,Nákladové nádraží Žižkov,Mezi Hřbitovy,0,4966
877786,Nákladové nádraží Žižkov,Olšanská,0,6233
879265,Náměstí Bratří Synků,Divadlo Na Fidlovačce,0,3338
880082,Náměstí Bratří Synků,Horky,0,1474
880517,Náměstí Bratří Synků,Nuselská radnice,0,3733
880990,Náměstí Bratří Synků,Nuselská radnice,3,267
881445,Náměstí Bratří Synků,Nuselské schody,0,750
881667,Náměstí Bratří Synků,Nádraží Vršovice,3,262
881740,Náměstí Bratří Synků,Nádraží Vršovice,0,1198
882016,Náměstí Bratří Synků,Otakarova,0,68
882048,Náměstí Jiřího Berana,Ke Stadionu,3,800
882237,Náměstí Jiřího Berana,Nádraží Čakovice,3,15
882240,Náměstí Jiřího Berana,Čakovice,3,810
882431,Náměstí Míru,I. P. Pavlova,0,7955
884363,Náměstí Míru,Jana Masaryka,3,1290
884665,Náměstí Míru,Jana Masaryka,0,5704
886010,Náměstí Míru,Jiřího z Poděbrad,1,1635
886497,Náměstí Míru,Muzeum,1,1635
886971,Náměstí Míru,Římská,3,1312
887272,Náměstí Míru,Šumavská,0,2625
887929,Náměstí Olgy Scheinpflugové,Holyně,0,1246
888228,Náměstí Olgy Scheinpflugové,Sídliště Barrandov,0,1206
888524,Náměstí Před Bateriemi,Norbertov,3,446
888620,Náměstí Před Bateriemi,Talichova,3,473
888726,Náměstí Republiky,Bílá labuť,0,1852
888743,Náměstí Republiky,Bílá labuť,3,871
889389,Náměstí Republiky,Dlouhá třída,0,5971
889756,Náměstí Republiky,Dlouhá třída,3,1069
891074,Náměstí Republiky,Florenc,1,1799
891599,Náměstí Republiky,Hlavní nádraží,3,35
891606,Náměstí Republiky,Masarykovo nádraží,0,4453
892633,Náměstí Republiky,Masarykovo nádraží,3,161
892717,Náměstí Republiky,Můstek,1,1806
893251,Náměstí U Lva,Slatinová,3,792
893462,Náměstí U Lva,Řeporyjské náměstí,3,751
893658,Náměstí Winstona Churchilla,Na Smetance,3,1290
893960,Náměstí Winstona Churchilla,Park Rajská zahrada,3,296
894038,Náměstí Winstona Churchilla,Pernerova,3,1312
894339,Národní divadlo,Jiráskovo náměstí,0,2314
894939,Národní divadlo,Národní třída,0,10911
897425,Národní divadlo,Staroměstská,0,4006
898445,Národní divadlo,Střelecký ostrov,0,1190
898683,Národní divadlo,Újezd,0,5929
900083,Národní technická knihovna,Studentský dům,3,196
900129,Národní technická knihovna,Thákurova,3,201
900180,Národní třída,Karlovo náměstí,0,6607
901731,Národní třída,Karlovo náměstí,1,1806
902267,Národní třída,Lazarská,0,3674
903074,Národní třída,Myslíkova,0,630
903200,Národní třída,Můstek,1,1799
903725,Národní třída,Národní divadlo,0,10098
906029,Nárožní,Bucharova,3,932
906268,Nárožní,K Fialce,3,213
906319,Nárožní,Kodymova,3,213
906372,Nárožní,Nová kolonie,3,886
906595,Násirovo náměstí,Písková,3,290
906653,Návětrná,K Holyni,3,1037
906902,Nýrská,Zderazská,3,154
906938,Němčice,Býchory,3,68
906953,Němčice,"Dobrovice,Libichov",3,52
906966,Němčice,"Dobrovice,aut.st.",3,11
906969,Němčice,Jestřabí Lhota,3,20
906973,Němčice,"Němčice,hl.sil.",3,77
906991,Němčice,Ohaře,3,68
907007,"Němčice,hl.sil.","Dobrovice,Libichov",3,29
907014,"Němčice,hl.sil.","Dobrovice,Libichov,hl.sil.",3,63
907029,"Němčice,hl.sil.",Luštěnice,3,56
907042,"Němčice,hl.sil.","Luštěnice,Brodecká",3,55
907056,"Němčice,hl.sil.","Luštěnice,Voděrady",3,77
907074,"Němčice,hl.sil.",Němčice,3,63
907090,OC Stromovka,Veletržní palác,3,145
907119,Obchodní centrum Chuchle,Starolázeňská,3,925
907325,Obchodní centrum Hostivař,Hostivařské náměstí,3,774
907513,Obchodní centrum Hostivař,Na Groši,0,4145
907519,Obchodní centrum Hostivař,Na Groši,3,361
908604,Obchodní centrum Hostivař,Práčská,3,429
908708,Obchodní centrum Hostivař,Sídliště Zahradní Město,3,730
908894,Obchodní centrum Hostivař,Sídliště Zahradní Město,0,3874
909825,Obchodní centrum Ruzyně,Dlouhá míle,3,630
909998,Obchodní centrum Ruzyně,K Letišti,3,312
910089,Obchodní centrum Sárská,Bavorská,3,426
910193,Obchodní centrum Sárská,Zličín,3,503
910324,Obchodní centrum Zličín,Zličín,3,602
910499,Obchodní centrum Čakovice,Na Pramenech,3,359
910585,Obchodní centrum Čakovice,Teplárna Třeboradice,3,49
910596,Obchodní centrum Čakovice,Trutnovská,3,4416
911645,Obchodní centrum Čakovice,Za Avií,3,4342
912668,Obchodní centrum Černý Most,Nádraží Běchovice,3,1206
912963,Obchodní centrum Černý Most,Slatiňanská,3,213
913013,Obchodní centrum Černý Most,Černý Most,3,1114
913274,Obchodní centrum Štěrboholy,Ústřední,3,1135
913564,Obchodní centrum Štěrboholy,Štěrboholy,3,1082
913811,Obchodní náměstí,Modřanská škola,3,198
913861,Obchodní náměstí,Na Havránce,3,2470
914482,Obchodní náměstí,Nádraží Modřany,3,1652
914902,Obecnice,"Drahlín,Malý Drahlín",3,79
914922,Obecnice,"Obecnice,U Dušků",3,46
914933,Obecnice,"Obecnice,důl",3,53
914946,"Obecnice,Oseč","Obecnice,Oseč,háj.",3,36
914955,"Obecnice,Oseč","Podlesí,Nové háj.",3,46
914966,"Obecnice,Oseč,háj.","Obecnice,Oseč",3,46
914977,"Obecnice,Oseč,háj.","Obecnice,U Hlinovky",3,36
914986,"Obecnice,U Dušků",Obecnice,3,36
914995,"Obecnice,U Dušků","Obecnice,U Hlinovky",3,46
915006,"Obecnice,U Hlinovky","Obecnice,Oseč,háj.",3,46
915017,"Obecnice,U Hlinovky","Obecnice,U Dušků",3,36
915026,"Obecnice,důl","Lhota u Příbramě,Prodejna",3,53
915039,"Obecnice,důl",Obecnice,3,58
915053,Obora Hvězda,Kukulova,3,163
915091,Obora Hvězda,Malý Břevnov,3,852
915237,Obora Hvězda,Malý Břevnov,0,3865
916270,Obora Hvězda,Vypich,3,715
