,stop_from_name,stop_to_name,route_type,weight
1573904,Červená Řečice,"Červená Řečice,Zmišovice,rozc.",3,33
1573913,"Červená Řečice,Zmišovice,rozc.","Bácovice,rozc.1.0",3,33
1573922,"Červená Řečice,Zmišovice,rozc.",Červená Řečice,3,33
1573931,Červené Janovice,Opatovice I,3,70
1573945,Červené Janovice,Předbořice,2,83
1573962,Červené Janovice,Černíny,2,83
1573976,Červené Janovice,"Červené Janovice,Plhov",3,35
1573983,Červené Janovice,"Červené Janovice,u hřiště",3,25
1573988,Červené Janovice,"Červené Janovice,škola",3,101
1574010,Červené Janovice,Štipoklasy,3,51
1574022,"Červené Janovice,Lány","Paběnice,rozc.",3,46
1574033,"Červené Janovice,Lány","Úmonín,Lomeček,rozc.",3,30
1574039,"Červené Janovice,Lány","Červené Janovice,Vilémovice,rozc.",3,71
1574055,"Červené Janovice,Plhov","Petrovice I,rozc.",3,35
1574062,"Červené Janovice,Plhov",Červené Janovice,3,25
1574067,"Červené Janovice,Vilémovice","Úmonín,Korotice",3,25
1574072,"Červené Janovice,Vilémovice","Červené Janovice,Vilémovice,rozc.",3,30
1574078,"Červené Janovice,Vilémovice,rozc.","Červené Janovice,Lány",3,76
1574095,"Červené Janovice,Vilémovice,rozc.","Červené Janovice,Vilémovice",3,25
1574100,"Červené Janovice,Vilémovice,rozc.","Červené Janovice,škola",3,101
1574122,"Červené Janovice,Zhoř",Bludov,3,25
1574127,"Červené Janovice,Zhoř","Červené Janovice,u hřiště",3,25
1574132,"Červené Janovice,u hřiště",Červené Janovice,3,25
1574137,"Červené Janovice,u hřiště","Červené Janovice,Zhoř",3,25
1574142,"Červené Janovice,škola",Červené Janovice,3,101
1574164,"Červené Janovice,škola","Červené Janovice,Vilémovice,rozc.",3,101
1574186,Červené Pečky,Hluboký Důl,2,77
1574201,Červené Pečky,Ratboř,2,81
1574214,"Červené Pečky,Amálka","Červené Pečky,Dobešovice",3,84
1574234,"Červené Pečky,Amálka","Červené Pečky,nám.",3,83
1574253,"Červené Pečky,Bohouňovice I","Červené Pečky,Bořetice",3,40
1574261,"Červené Pečky,Bohouňovice I","Červené Pečky,Opatovice",3,40
1574269,"Červené Pečky,Bojiště","Červené Pečky,Horní",3,56
1574282,"Červené Pečky,Bojiště","Červené Pečky,Opatovice",3,56
1574295,"Červené Pečky,Bořetice","Červené Pečky,Bohouňovice I",3,40
1574303,"Červené Pečky,Bořetice","Červené Pečky,Bořetice,U Rybníka",3,40
1574311,"Červené Pečky,Bořetice,U Rybníka","Červené Pečky,Bořetice",3,40
1574319,"Červené Pečky,Dobešovice","Červené Pečky,Amálka",3,83
1574338,"Červené Pečky,Dobešovice","Červené Pečky,žel.st.",3,84
1574358,"Červené Pečky,Dolany","Červené Pečky,Čertovka",3,83
1574377,"Červené Pečky,Dolany","Červené Pečky,škola",3,84
1574397,"Červené Pečky,Horní","Červené Pečky,Bojiště",3,56
1574410,"Červené Pečky,Horní","Červené Pečky,nám.",3,56
1574423,"Červené Pečky,Opatovice","Červené Pečky,Bohouňovice I",3,40
1574431,"Červené Pečky,Opatovice","Červené Pečky,Bojiště",3,56
1574444,"Červené Pečky,nám.","Nebovidy,hřbitov",3,56
1574457,"Červené Pečky,nám.","Červené Pečky,Amálka",3,84
1574477,"Červené Pečky,nám.","Červené Pečky,Dolany",3,83
1574496,"Červené Pečky,nám.","Červené Pečky,Horní",3,56
1574509,"Červené Pečky,Čertovka","Miskovice,Hořany",3,83
1574528,"Červené Pečky,Čertovka","Červené Pečky,Dolany",3,84
1574548,"Červené Pečky,škola","Červené Pečky,nám.",3,140
1574581,"Červené Pečky,žel.st.",Polepy,3,84
1574601,"Červené Pečky,žel.st.","Červené Pečky,Dobešovice",3,83
1574620,Červený Vrch,Nádraží Veleslavín,0,4270
1575546,Červený Vrch,Sídliště Červený Vrch,0,4381
1576537,Červený dvůr,Mezi Hřbitovy,3,921
1576751,Červený dvůr,Třebešín,3,876
1576958,Červený Újezd,"Sedlec-Prčice,Záběhlice",3,20
1576962,Červený Újezd,"Svárov,škola",3,160
1576998,Červený Újezd,"Červený Újezd,Milhostice",3,35
1577005,Červený Újezd,"Červený Újezd,Nové Dvory",3,25
1577010,Červený Újezd,"Červený Újezd,U Náprstků",3,175
1577051,Červený Újezd u Votic,Ješetice,2,192
1577092,Červený Újezd u Votic,Střezimíř,2,192
1577128,"Červený Újezd,Horní Borek",Miličín,3,25
1577133,"Červený Újezd,Horní Borek","Červený Újezd,Zátiší",3,25
1577138,"Červený Újezd,Milhostice","Střezimíř,žel.st.",3,35
1577145,"Červený Újezd,Milhostice",Červený Újezd,3,35
1577152,"Červený Újezd,Nové Dvory",Červený Újezd,3,25
1577157,"Červený Újezd,Nové Dvory","Červený Újezd,rozc.Řikov",3,25
1577162,"Červený Újezd,U Náprstků",Červený Újezd,3,190
1577204,"Červený Újezd,U Náprstků","Červený Újezd,rozc.",3,175
1577245,"Červený Újezd,Zátiší","Ješetice,žel.st.",3,25
1577250,"Červený Újezd,Zátiší","Červený Újezd,Horní Borek",3,25
1577255,"Červený Újezd,rozc.","Ptice,křiž.",3,175
1577296,"Červený Újezd,rozc.","Červený Újezd,U Náprstků",3,190
1577338,"Červený Újezd,rozc.Řikov","Ješetice,žel.st.",3,25
1577343,"Červený Újezd,rozc.Řikov","Červený Újezd,Nové Dvory",3,25
1577348,Červeňanského,Malá Ohrada,3,655
1577518,Červeňanského,Ohradské náměstí,3,2053
1578029,Červeňanského,Píškova,3,1379
1578378,Čerčany,Lštění,2,103
1578403,Čerčany,Mrač,2,382
1578469,Čerčany,Poříčí nad Sázavou,2,108
1578497,Čerčany,Pyšely,2,374
1578566,Čerčany výh. 19-22,Pyšely,2,378
1578631,Čerčany výh. 19-22,Čtyřkoly,2,374
1578700,"Čerčany,Vysoká Lhota","Pyšely,u vily",3,10
1578702,"Čerčany,Vysoká Lhota","Čerčany,žel.st.",3,10
1578704,"Čerčany,ke hřbitovu","Přestavlky u Čerčan,Borka rozc.",3,56
1578717,"Čerčany,ke hřbitovu","Čerčany,žel.st.",3,51
1578728,"Čerčany,žel.st.","Čerčany,Vysoká Lhota",3,10
1578730,"Čerčany,žel.st.","Čerčany,ke hřbitovu",3,56
1578743,Českobrodská,Perlit,3,821
1578941,Českolipská,Letňanská,3,857
1579158,Českolipská,Poliklinika Prosek,3,880
1579383,Českomalínská,Rooseveltova,3,201
1579434,Českomalínská,Sibiřské náměstí,3,196
1579480,Českomoravská,Palmovka,1,1805
1580013,Českomoravská,Poliklinika Vysočany,3,660
1580181,Českomoravská,Vysočanská,3,1047
1580445,Českomoravská,Vysočanská,1,1736
1580907,Česká Lípa hl.n.,Srní u České Lípy,2,128
1580940,"Česká Lípa,Borská","Česká Lípa,Lada",3,70
1580962,"Česká Lípa,Borská","Česká Lípa,Purkyňova - nemocnice",3,5
1580963,"Česká Lípa,Borská","Česká Lípa,aut.nádr.",3,125
1580997,"Česká Lípa,Borská","Česká Lípa,Častolovice,rozc.",3,65
1581010,"Česká Lípa,Lada","Česká Lípa,Borská",3,55
1581030,"Česká Lípa,Lada","Česká Lípa,Častolovice,rozc.",3,70
1581052,"Česká Lípa,Purkyňova - nemocnice","Česká Lípa,Borská",3,5
1581053,"Česká Lípa,Purkyňova - nemocnice","Česká Lípa,aut.nádr.",3,5
1581054,"Česká Lípa,U Jezu","Česká Lípa,Borská",3,130
1581088,"Česká Lípa,U Jezu","Česká Lípa,Purkyňova - nemocnice",3,5
1581089,"Česká Lípa,aut.nádr.","Dubá,aut.nádr.",3,5
1581090,"Česká Lípa,aut.nádr.",Medonosy,3,17
1581094,"Česká Lípa,aut.nádr.","Sosnová,hl.sil.",3,108
1581124,"Česká Lípa,aut.nádr.","Česká Lípa,U Jezu",3,135
1581159,"Česká Lípa,Častolovice,rozc.","Nový Bor,Pihel,pošta",3,135
1581194,"Česká Lípa,Častolovice,rozc.","Česká Lípa,Borská",3,75
1581209,"Česká Lípa,Častolovice,rozc.","Česká Lípa,Lada",3,55
1581229,Český Brod,Klučov,2,563
1581322,Český Brod,Rostoklaty,2,717
1581452,"Český Brod,Jana Kouly","Přistoupim,Rozc.",3,244
1581511,"Český Brod,Jana Kouly","Český Brod,Žel.st.",3,504
1581632,"Český Brod,Jungmannova","Český Brod,Jana Kouly",3,257
1581693,"Český Brod,Kollárova","Český Brod,Muzeum",3,83
1581713,"Český Brod,Kollárova","Český Brod,Na Bulánce",3,82
1581732,"Český Brod,Kollárova","Český Brod,Nem.",3,120
1581759,"Český Brod,Liblice,Bylanská","Chrášťany,Bylany,Škola",3,65
1581775,"Český Brod,Liblice,Bylanská","Český Brod,Liblice,Obec",3,58
1581790,"Český Brod,Liblice,Obec","Klučov,Lstiboř",3,106
1581813,"Český Brod,Liblice,Obec","Český Brod,Liblice,Bylanská",3,65
1581829,"Český Brod,Liblice,Obec","Český Brod,Liblice,SEŠ",3,171
1581869,"Český Brod,Liblice,SEŠ","Český Brod,Liblice,Obec",3,176
1581909,"Český Brod,Liblice,SEŠ","Český Brod,Liblice,Vodárna",3,171
1581949,"Český Brod,Liblice,Vodárna","Český Brod,Liblice,SEŠ",3,176
1581989,"Český Brod,Liblice,Vodárna","Český Brod,Žel.st.",3,171
1582029,"Český Brod,Muzeum","Český Brod,Jungmannova",3,10
1582031,"Český Brod,Muzeum","Český Brod,Na Bulánce",3,180
1582073,"Český Brod,Muzeum","Český Brod,Štolmíř",3,78
1582092,"Český Brod,Na Bulánce","Český Brod,Jungmannova",3,247
1582151,"Český Brod,Na Bulánce","Český Brod,Nem.",3,10
1582153,"Český Brod,Na Bulánce","Český Brod,Sídliště",3,82
1582172,"Český Brod,Nem.","Rostoklaty,Nová Ves II",3,35
1582179,"Český Brod,Nem.","Český Brod,Muzeum",3,135
1582209,"Český Brod,Nem.","Český Brod,Zahrady",3,59
1582222,"Český Brod,Sídliště","Tismice,Na Kopečku",3,82
1582241,"Český Brod,Sídliště","Český Brod,Na Bulánce",3,77
1582260,"Český Brod,U Vodárny",Kounice,3,73
1582279,"Český Brod,U Vodárny","Český Brod,Zborovská",3,93
1582301,"Český Brod,Zahrady",Vrátkov,3,59
1582314,"Český Brod,Zahrady","Český Brod,Nem.",3,54
1582326,"Český Brod,Zborovská","Český Brod,U Vodárny",3,73
1582345,"Český Brod,Zborovská","Český Brod,Žel.st.",3,93
1582367,"Český Brod,Štolmíř",Černíky,3,78
1582386,"Český Brod,Štolmíř","Český Brod,Muzeum",3,70
1582403,"Český Brod,Žel.st.","Poříčany,Žel.st.",3,10
1582405,"Český Brod,Žel.st.","Český Brod,Jana Kouly",3,244
1582464,"Český Brod,Žel.st.","Český Brod,Kollárova",3,285
1582530,"Český Brod,Žel.st.","Český Brod,Liblice,Vodárna",3,176
1582570,"Český Brod,Žel.st.","Český Brod,Zborovská",3,73
1582589,"Český Dub,Bohumileč","Český Dub,Libíč",3,5
1582590,"Český Dub,Bohumileč","Český Dub,Loukovičky",3,5
1582591,"Český Dub,Kněžičky,rozc.0.5","Všelibice,Roveň",3,66
1582606,"Český Dub,Kněžičky,rozc.0.5","Český Dub,host.",3,71
1582622,"Český Dub,Libíč","Všelibice,Březová",3,5
1582623,"Český Dub,Libíč","Český Dub,Bohumileč",3,5
1582624,"Český Dub,Loukovičky","Český Dub,Bohumileč",3,5
1582625,"Český Dub,Loukovičky","Český Dub,Severka",3,5
1582626,"Český Dub,Severka","Český Dub,Loukovičky",3,5
1582627,"Český Dub,Severka","Český Dub,nám.",3,5
1582628,"Český Dub,host.","Český Dub,Kněžičky,rozc.0.5",3,66
1582643,"Český Dub,host.","Český Dub,nám.",3,71
1582659,"Český Dub,nám.","Český Dub,Severka",3,5
1582660,"Český Dub,nám.","Český Dub,host.",3,66
1582675,Český Šternberk,"Divišov,Brtnice",3,48
1582687,Český Šternberk,Malovidy,2,71
1582707,Český Šternberk,Český Šternberk zast.,2,70
1582725,Český Šternberk,"Český Šternberk,Čejkovice",3,31
1582733,Český Šternberk zast.,Soběšín,2,70
1582751,Český Šternberk zast.,Český Šternberk,2,71
1582771,"Český Šternberk,Čejkovice",Český Šternberk,3,33
1582780,Čestlice,Benice,3,105
1582803,Čestlice,"Čestlice,Lipová",3,387
1582890,Čestlice,"Čestlice,Polní",3,683
1583054,"Čestlice,Lipová","Dobřejovice,Čestlická",3,121
1583083,"Čestlice,Lipová","Nupaky,hotel",3,166
1583125,"Čestlice,Lipová",Čestlice,3,401
1583222,"Čestlice,Lipová","Čestlice,zábavní park",3,100
1583238,"Čestlice,Polní",Čestlice,3,504
1583363,"Čestlice,Polní","Čestlice,nákupní zóna",3,683
1583527,"Čestlice,Rehau",Čestlice,3,150
1583557,"Čestlice,V Oblouku",Opatov,3,155
1583588,"Čestlice,V Oblouku",Průhonice,3,367
1583681,"Čestlice,V Oblouku","Čestlice,aquapark",3,100
1583697,"Čestlice,V Oblouku","Čestlice,nákupní zóna",3,488
1583810,"Čestlice,aquapark",Průhonice,3,169
1583854,"Čestlice,aquapark","Čestlice,nákupní zóna",3,271
1583919,"Čestlice,nákupní zóna","Čestlice,Polní",3,504
1584044,"Čestlice,nákupní zóna","Čestlice,V Oblouku",3,622
1584184,"Čestlice,nákupní zóna","Čestlice,aquapark",3,169
1584228,"Čestlice,nákupní zóna","Čestlice,zábavní park",3,255
1584281,"Čestlice,zábavní park","Čestlice,Lipová",3,105
1584304,"Čestlice,zábavní park","Čestlice,Rehau",3,150
1584334,"Čestlice,zábavní park","Čestlice,nákupní zóna",3,100
1584350,Čestín,"Čestín,Morány",3,50
1584360,Čestín,"Čestín,u mlýna",3,94
1584381,Čestín,"Čestín,Čenovice",3,65
1584394,Čestín,"Čestín,Čenovice,rozc.",3,9
1584398,"Čestín,Kamenná Lhota","Chlístovice,Pivnisko",3,50
1584408,"Čestín,Kamenná Lhota","Čestín,Morány",3,50
1584418,"Čestín,Kasanice,rozc.","Čestín,Polipsy",3,55
1584429,"Čestín,Kasanice,rozc.","Čestín,u mlýna",3,84
1584448,"Čestín,Kasanice,rozc.","Čestín,Čentice",3,39
1584458,"Čestín,Kněž","Čestín,Kněž,rozc.",3,25
1584463,"Čestín,Kněž,rozc.","Čestín,Kněž",3,20
1584467,"Čestín,Kněž,rozc.","Čestín,Čenovice,rozc.",3,64
1584482,"Čestín,Kněž,rozc.","Řendějov,Starý Samechov",3,34
1584491,"Čestín,Milotice","Petrovice II,Stará Huť",3,39
1584501,"Čestín,Milotice","Čestín,Čentice",3,29
1584509,"Čestín,Morány",Čestín,3,50
1584519,"Čestín,Morány","Čestín,Kamenná Lhota",3,50
1584529,"Čestín,Polipsy","Čestín,Kasanice,rozc.",3,55
1584540,"Čestín,Polipsy","Čestín,Čábelice",3,55
1584551,"Čestín,u mlýna",Čestín,3,84
1584570,"Čestín,u mlýna","Čestín,Kasanice,rozc.",3,94
1584591,"Čestín,Čenovice",Čestín,3,55
1584602,"Čestín,Čenovice","Čestín,Čenovice,rozc.",3,45
1584611,"Čestín,Čenovice,rozc.",Čestín,3,29
1584619,"Čestín,Čenovice,rozc.","Čestín,Kněž,rozc.",3,54
1584632,"Čestín,Čenovice,rozc.","Čestín,Čenovice",3,35
1584639,"Čestín,Čentice","Čestín,Kasanice,rozc.",3,29
1584647,"Čestín,Čentice","Čestín,Milotice",3,39
1584657,"Čestín,Čábelice","Kácov,Račíněves",3,55
1584668,"Čestín,Čábelice","Čestín,Polipsy",3,55
1584679,Čečelice,"Byšice,pošta",3,56
1584692,Čečelice,Konětopy,3,10
1584694,Čečelice,Všetaty,3,71
1584710,Čilec,Dvory,3,56
1584723,Čilec,"Straky,ZD",3,46
1584733,Čimice,Libeňská,3,1692
1585139,Čimice,Sídliště Čimice,3,1719
1585554,Čimický háj,Dunajecká,3,1498
1585935,Čimický háj,Podhajská pole,3,2674
1586585,Čimický háj,Písečná,3,4113
1587595,Činěves,Dymokury,2,11
1587601,Činěves,Dymokury,3,96
1587622,Činěves,Městec Králové,2,11
1587629,Činěves,Velenice,3,96
1587650,"Činěves,u kovárny",Dymokury,3,60
1587662,"Činěves,u kovárny",Úmyslovice,3,60
1587674,Čisovice,Bojanovice,2,92
1587696,Čisovice,"Km 18,000",2,47
1587709,Čisovice,"Čisovice,Pod Horou",3,50
1587719,Čisovice,"Čisovice,U Školy",3,50
1587729,"Čisovice,Bojov","Čisovice,Bojov,Višňovka",3,40
1587737,"Čisovice,Bojov","Čisovice,Bojov,Žel.st.",3,25
1587742,"Čisovice,Bojov,Višňovka","Čisovice,Bojov",3,50
1587752,"Čisovice,Bojov,Višňovka","Čisovice,U Školy",3,40
1587760,"Čisovice,Bojov,Žel.st.","Líšnice,Spálený Mlýn",3,25
1587765,"Čisovice,Bojov,Žel.st.","Čisovice,Bojov",3,25
1587770,"Čisovice,Pod Horou","Mníšek p.Brdy,Čisovická",3,95
1587789,"Čisovice,Pod Horou",Čisovice,3,60
1587801,"Čisovice,Pod Horou","Čisovice,Žel.st.",3,35
1587808,"Čisovice,U Školy",Čisovice,3,40
1587816,"Čisovice,U Školy","Čisovice,Bojov,Višňovka",3,50
1587826,"Čisovice,Žel.st.",Bratřínov,3,35
1587833,"Čisovice,Žel.st.","Čisovice,Pod Horou",3,45
1587842,Čistá,Břežany,3,126
1587869,Čistá,Strachovice,2,2
1587870,Čistá,Všesulov,2,2
1587871,Čistá,Všesulov,3,106
1587894,Čistá,"Všesulov,obchod",3,15
1587897,Čistá,"Čistá,zahradnictví",3,40
1587905,Čistá,"Čistá,žel.st.",3,45
1587914,"Čistá,Kůzová","Čistá,Nová Ves",3,50
1587924,"Čistá,Kůzová","Čistá,Nová Ves,Zelený Důl",3,25
1587929,"Čistá,Lhota","Čistá,Nová Ves,Zelený Důl",3,50
1587939,"Čistá,Lhota",Žďár,3,10
1587941,"Čistá,Lhota","Žďár,Otěvěky",3,40
1587949,"Čistá,Nová Ves","Čistá,Kůzová",3,50
1587959,"Čistá,Nová Ves","Čistá,Nová Ves,Zelený Důl",3,25
1587964,"Čistá,Nová Ves","Čistá,Zdeslav,statek",3,75
1587979,"Čistá,Nová Ves,Zelený Důl","Čistá,Kůzová",3,25
1587984,"Čistá,Nová Ves,Zelený Důl","Čistá,Lhota",3,50
1587994,"Čistá,Nová Ves,Zelený Důl","Čistá,Nová Ves",3,25
1587999,"Čistá,Stránka","Čistá,hlavní silnice",3,166
1588036,"Čistá,Stránka","Čistá,hřiště",3,284
1588104,"Čistá,Zdeslav",Velká Chmelištná,3,65
1588117,"Čistá,Zdeslav","Čistá,Zdeslav,statek",3,10
1588119,"Čistá,Zdeslav","Čistá,žel.st.",3,75
1588134,"Čistá,Zdeslav,statek",Velká Chmelištná,3,15
1588137,"Čistá,Zdeslav,statek","Čistá,Nová Ves",3,75
1588152,"Čistá,Zdeslav,statek","Čistá,Zdeslav",3,60
1588164,"Čistá,hlavní silnice",Hrdlořezy,3,105
1588185,"Čistá,hlavní silnice","Mladá Boleslav,Boleslavská",3,10
1588187,"Čistá,hlavní silnice","Mladá Boleslav,Debř,hl.sil.",3,51
1588201,"Čistá,hlavní silnice","Čistá,Stránka",3,284
1588269,"Čistá,hřiště","Bělá p.Bezd.,Pražská",3,264
1588333,"Čistá,hřiště",Plužná,3,40
1588341,"Čistá,hřiště","Čistá,Stránka",3,166
1588378,"Čistá,hřiště","Čistá,škola",3,45
1588387,"Čistá,zahradnictví",Čistá,3,50
1588397,"Čistá,zahradnictví","Šípy,Bělbožice",3,40
1588405,"Čistá,Čistecký důl","Bělá p.Bezd.,žel.st.",3,45
1588414,"Čistá,Čistecký důl",Plužná,3,30
1588420,"Čistá,škola","Čistá,hřiště",3,45
1588429,"Čistá,žel.st.",Břežany,3,5
1588430,"Čistá,žel.st.",Čistá,3,45
1588439,"Čistá,žel.st.","Čistá,Zdeslav",3,75
1588454,Čtyřkoly,Senohraby,2,374
1588523,Čtyřkoly,Čerčany výh. 19-22,2,378
1588588,Čáslav,Horky u Čáslavi,2,145
1588618,Čáslav,Třebešice,2,185
1588659,Čáslav,Vrdy-Koudelov,2,82
1588676,"Čáslav,B.Smetany","Čáslav,Hudební škola",3,36
1588685,"Čáslav,B.Smetany","Čáslav,zem.škola",3,41
1588695,"Čáslav,Balkán","Čáslav,Pražská",3,110
1588717,"Čáslav,Balkán","Čáslav,u hřbitova",3,21
1588723,"Čáslav,Balkán","Čáslav,u mostu",3,196
1588764,"Čáslav,Balkán","Čáslav,žel.st.",3,337
1588835,"Čáslav,Budín","Čáslav,Balkán",3,5
1588836,"Čáslav,Budín","Čáslav,Kalabousek",3,6
1588839,"Čáslav,Budín","Čáslav,u hřbitova",3,16
1588844,"Čáslav,Hudební škola","Čáslav,B.Smetany",3,41
1588854,"Čáslav,Hudební škola","Čáslav,aut.st.",3,156
1588887,"Čáslav,Hudební škola","Čáslav,nem.",3,110
1588909,"Čáslav,Kalabousek",Církvice,3,65
1588922,"Čáslav,Kalabousek","Církvice,Netřeb",3,51
1588934,"Čáslav,Kalabousek","Čáslav,Budín",3,6
1588937,"Čáslav,Kalabousek","Čáslav,Pražská",3,115
1588960,"Čáslav,Pražská","Čáslav,Balkán",3,115
1588983,"Čáslav,Pražská","Čáslav,Kalabousek",3,110
1589005,"Čáslav,U Čápa","Čáslav,Zahradní",3,46
1589016,"Čáslav,U Čápa","Čáslav,Žacká",3,41
1589026,"Čáslav,Za Rybníkem","Močovice,u váhy",3,25
1589031,"Čáslav,Za Rybníkem","Čáslav,u mostu",3,35
1589038,"Čáslav,Za Rybníkem","Čáslav,Žacká",3,46
1589049,"Čáslav,Za Rybníkem",Žáky,3,35
1589056,"Čáslav,Zahradní","Čáslav,U Čápa",3,41
1589066,"Čáslav,Zahradní","Čáslav,zem.škola",3,46
1589077,"Čáslav,aut.st.","Čáslav,Hudební škola",3,151
1589109,"Čáslav,aut.st.","Čáslav,zem.škola",3,15
1589112,"Čáslav,aut.st.","Čáslav,žel.st.",3,332
1589182,"Čáslav,nem.","Čáslav,Hudební škola",3,120
1589206,"Čáslav,nem.","Čáslav,obchodní centrum",3,110
1589228,"Čáslav,obchodní centrum","Čáslav,nem.",3,120
1589252,"Čáslav,u hřbitova","Čáslav,Balkán",3,16
1589257,"Čáslav,u hřbitova","Čáslav,Budín",3,21
1589263,"Čáslav,u mostu","Močovice,rozc.",3,66
1589278,"Čáslav,u mostu","Močovice,u váhy",3,95
1589297,"Čáslav,u mostu","Čáslav,Balkán",3,201
1589339,"Čáslav,u mostu","Čáslav,Za Rybníkem",3,35
1589346,"Čáslav,zem.škola","Čáslav,B.Smetany",3,36
1589355,"Čáslav,zem.škola","Čáslav,Zahradní",3,41
1589365,"Čáslav,zem.škola","Čáslav,aut.st.",3,20
1589369,"Čáslav,Žacká","Čáslav,U Čápa",3,46
1589380,"Čáslav,Žacká","Čáslav,Za Rybníkem",3,41
1589390,"Čáslav,žel.st.","Čáslav,Balkán",3,327
1589459,"Čáslav,žel.st.","Čáslav,aut.st.",3,342
1589531,"Číhošť,Hlohov","Třebětín,rozc.Hlohov",3,20
1589535,Čím,Korkyně,3,100
1589560,Čím,"Čím,Hrdlička",3,98
1589585,"Čím,Hrdlička","Buš,Pod Klíčem",3,98
1589610,"Čím,Hrdlička",Čím,3,100
1589635,Čínská,Dejvická,3,3301
1590385,Čínská,Lotyšská,3,77
1590398,Čínská,Nádraží Podbaba,3,3358
1591177,"Číčovice,Malé Číčovice",Libochovičky,3,16
1591182,"Číčovice,Malé Číčovice","Okoř,Křižovatka",3,135
1591215,"Číčovice,Malé Číčovice","Číčovice,Velké Číčovice",3,149
1591251,"Číčovice,Velké Číčovice",Buštěhrad,3,40
1591259,"Číčovice,Velké Číčovice","Středokluky,Rozcestí Černovičky",3,85
1591279,"Číčovice,Velké Číčovice","Číčovice,Malé Číčovice",3,149
1591316,Čížov,Chabeřice,2,75
1591335,Čížov,Střechov nad Sázavou,2,71
1591355,Ďáblice,K Letňanům,3,755
1591545,Ďáblice,Kokořínská,3,950
1591786,Ďáblice,Na Fabiánce,3,590
1591932,Ďáblice,Na Pramenech,3,361
1592018,Ďáblice,Skládka Ďáblice,3,459
1592118,Ďáblický hřbitov,K Letňanům,3,710
1592288,Ďáblický hřbitov,Květnová,3,585
1592439,Ďáblický hřbitov,Sídliště Ďáblice,3,1346
1592784,"Řehenice,Babice","Kamenice,Kuklík",3,191
1592833,"Řehenice,Babice","Řehenice,Dařbože",3,103
1592855,"Řehenice,Babice","Řehenice,Křiváček",3,98
1592879,"Řehenice,Dařbože","Týnec n.Sáz.,Čakovice",3,103
1592901,"Řehenice,Dařbože","Řehenice,Babice",3,98
1592926,"Řehenice,Křiváček","Nespeky,Rozc.Pyšely",3,98
